,fish_id,group,treatment,exposure,datetime,latency,first_choice,num_changes,time_bright,mtpc,mov_bottom,mov_upper,mov_total,dist_bottom,dist_upper,dist_total,vel_bottom,vel_upper,vel_mean,attempts,last_flux,time_in_last_flux,resistance_index,lt,ls,wt,Kc,sex,blood_sugar,conductivity,pH
86,1BT24h01010,24h 1.0%,1.0,24,2020-09-29 13:29:43,0.0,bright,29.0,288.0,9.931034482758621,247.0,174.0,421.0,2351.11,2026.11,4377.22,9.518663967611337,11.644310344827586,10.581487156219461,2.0,2.0,28.0,1.9333333333333333,2.9,2.4,0.17,1.2297453703703707,female,160.0,120.0,7.6
87,1BT24h01011,24h 1.0%,1.0,24,2020-09-29 13:46:45,0.0,bright,32.0,204.0,6.375,198.0,186.0,384.0,2731.34,3685.84,6417.18,13.794646464646465,19.816344086021505,16.805495275333985,1.0,9.0,41.0,42.15,2.8,2.4,0.18,1.3020833333333335,female,256.0,120.0,7.6
88,1BT24h01012,24h 1.0%,1.0,24,2020-09-29 14:03:48,4.0,bright,18.0,393.0,21.833333333333332,82.0,292.0,374.0,1218.65,2865.9,4084.55,14.86158536585366,9.81472602739726,12.33815569662546,2.0,8.0,18.0,30.4,2.9,2.4,0.21,1.5190972222222223,female,200.0,120.0,7.6
89,1BT24h01013,24h 1.0%,1.0,24,2020-09-29 14:20:37,10.0,bright,27.0,153.0,5.666666666666667,216.0,184.0,400.0,2553.21,2623.98,5177.1900000000005,11.820416666666667,14.260760869565217,13.040588768115942,3.0,4.0,28.0,7.866666666666667,3.0,2.4,0.22,1.5914351851851853,male,150.0,120.0,7.6
90,1BT24h01014,24h 1.0%,1.0,24,2020-09-29 14:38:37,0.0,bright,36.0,302.0,8.38888888888889,209.0,193.0,402.0,3009.75,2776.26,5786.01,14.400717703349283,14.384766839378239,14.392742271363762,1.0,3.0,21.0,4.05,2.9,2.4,0.22,1.5914351851851853,male,115.0,120.0,7.6
92,1BT96hCTR01,96h 0.0%,0.0,96,2020-09-17 10:57:29,0.0,bright,20.0,127.0,6.35,209.0,213.0,422.0,2602.82,3121.55,5724.370000000001,12.453684210526317,14.655164319248827,13.554424264887572,1.0,9.0,30.0,40.5,3.0,2.3,0.25,2.0547382263499636,female,230.375,60.0,7.4
93,1BT96hCTR02,96h 0.0%,0.0,96,2020-09-17 11:15:42,93.0,dark,15.0,342.0,22.8,21.0,23.0,44.0,261.3,361.06,622.36,12.442857142857143,15.698260869565217,14.07055900621118,1.0,9.0,11.0,37.65,3.5,2.9,0.34,1.3940710976259791,male,90.0,60.0,7.4
94,1BT96hCTR03,96h 0.0%,0.0,96,2020-09-17 11:33:19,0.0,bright,17.0,200.0,11.764705882352942,241.0,170.0,411.0,4019.21,3082.49,7101.7,16.677219917012447,18.132294117647056,17.40475701732975,1.0,9.0,52.0,43.8,3.1,2.6,0.29,1.649977241693218,female,230.375,60.0,7.4
95,1BT96hCTR04,96h 0.0%,0.0,96,2020-09-17 11:50:53,0.0,dark,25.0,82.0,3.28,270.0,151.0,421.0,2981.35,2741.57,5722.92,11.042037037037037,18.15609271523179,14.599064876134413,1.0,8.0,6.0,28.8,3.0,2.3,0.26,2.136927755403962,female,369.0,60.0,7.4
96,1BT96hCTR05,96h 0.0%,0.0,96,2020-09-17 12:07:42,0.0,bright,4.0,461.0,115.25,248.0,118.0,366.0,5218.95,3104.12,8323.07,21.04415322580645,26.306101694915252,23.67512746036085,1.0,4.0,26.0,7.733333333333333,3.8,3.1,0.47,1.5776576818502228,male,121.0,60.0,7.4
97,1BT96hCTR06,96h 0.0%,0.0,96,2020-09-17 12:25:00,0.0,bright,23.0,291.0,12.652173913043478,177.0,244.0,421.0,1934.42,3136.35,5070.77,10.928926553672317,12.853893442622951,11.891409998147633,1.0,10.0,7.0,46.166666666666664,3.3,2.7,0.32,1.6257684296093071,male,369.0,60.0,7.4
98,1BT96hCTR07,96h 0.0%,0.0,96,2020-09-17 12:42:07,0.0,dark,25.0,107.0,4.28,198.0,230.0,428.0,2497.7,3097.75,5595.45,12.614646464646464,13.468478260869565,13.041562362758015,1.0,9.0,14.0,38.1,3.0,2.6,0.26,1.4792899408284024,male,219.0,60.0,7.4
99,1BT96hCTR08,96h 0.0%,0.0,96,2020-09-17 12:58:33,0.0,bright,19.0,108.0,5.684210526315789,280.0,148.0,428.0,2917.92,2128.25,5046.17,10.421142857142858,14.380067567567568,12.400605212355213,1.0,4.0,35.0,8.333333333333334,2.9,2.3,0.24,1.9725486972959647,female,230.375,60.0,7.4
100,1BT96hCTR09,96h 0.0%,0.0,96,2020-09-17 13:15:54,0.0,dark,6.0,14.0,2.3333333333333335,112.0,316.0,428.0,1159.12,3353.74,4512.86,10.349285714285713,10.613101265822785,10.481193490054249,1.0,8.0,49.0,34.53333333333333,3.3,2.6,0.26,1.4792899408284024,female,131.0,60.0,7.4
101,1BT96hCTR10,96h 0.0%,0.0,96,2020-09-17 13:51:40,0.0,dark,0.0,0.0,0.0,300.0,6.0,306.0,1911.38,103.84,2015.22,6.371266666666667,17.30666666666667,11.838966666666668,1.0,7.0,7.0,21.816666666666666,3.8,3.0,0.23,0.8518518518518519,male,230.375,60.0,7.4
102,1BT96hCTR11,96h 0.0%,0.0,96,2020-09-17 14:09:25,9.0,dark,6.0,356.0,59.333333333333336,246.0,193.0,439.0,2790.69,2532.48,5323.17,11.344268292682926,13.121658031088083,12.232963161885504,1.0,6.0,42.0,19.2,3.1,2.7,0.27,1.371742112482853,male,145.0,60.0,7.4
103,1BT96hCTR12,96h 0.0%,0.0,96,2020-09-17 14:27:29,0.0,bright,33.0,244.0,7.393939393939394,223.0,154.0,377.0,3536.04,3273.87,6809.91,15.856681614349776,21.258896103896102,18.55778885912294,1.0,4.0,31.0,8.066666666666666,3.3,2.7,0.33,1.676573693034598,female,399.0,60.0,7.4
104,1BT96hCTR13,96h 0.0%,0.0,96,2020-09-17 14:44:00,0.0,dark,4.0,39.0,9.75,168.0,226.0,394.0,2730.07,3353.43,6083.5,16.250416666666666,14.838185840707965,15.544301253687316,1.0,4.0,50.0,9.333333333333334,3.1,2.6,0.3,1.7068730086481565,female,230.375,60.0,7.4
105,1BT96hCTR14,96h 0.0%,0.0,96,2020-09-17 15:01:10,13.0,bright,5.0,56.0,11.2,159.0,225.0,384.0,2332.69,3125.08,5457.77,14.671006289308176,13.889244444444444,14.280125366876309,1.0,10.0,4.0,45.666666666666664,3.0,2.4,0.22,1.5914351851851853,female,230.375,60.0,7.4
106,1BT96hCTR15,96h 0.0%,0.0,96,2020-09-17 15:20:10,32.0,dark,28.0,136.0,4.857142857142857,248.0,173.0,421.0,2851.06,2114.93,4965.99,11.496209677419355,12.225028901734103,11.860619289576729,1.0,9.0,23.0,39.45,3.2,2.5,0.3,1.92,female,230.375,60.0,7.4
107,1BT96hCTR16,96h 0.0%,0.0,96,2020-09-17 15:39:41,0.0,bright,17.0,97.0,5.705882352941177,191.0,235.0,426.0,2207.54,2859.09,5066.63,11.55780104712042,12.166340425531915,11.862070736326167,1.0,12.0,5.0,67.0,3.4,2.7,0.31,1.5749631661840162,male,230.375,60.0,7.4
108,1BT96h00501,96h 0.5%,0.5,96,2020-09-18 10:23:44,0.0,bright,33.0,345.0,10.454545454545455,246.0,207.0,453.0,3645.42,3072.0,6717.42,14.818780487804878,14.840579710144928,14.829680098974903,1.0,8.0,23.0,31.066666666666666,3.2,2.6,0.26,1.4792899408284024,male,366.0,100.0,7.2
109,1BT96h00502,96h 0.5%,0.5,96,2020-09-18 10:41:19,18.0,bright,22.0,360.0,16.363636363636363,3.0,396.0,399.0,65.74,3852.18,3917.9199999999996,21.91333333333333,9.727727272727272,15.820530303030301,2.0,9.0,3.0,36.45,2.9,2.4,0.2,1.4467592592592595,male,391.0,100.0,7.2
110,1BT96h00503,96h 0.5%,0.5,96,2020-09-18 10:58:15,0.0,bright,17.0,283.0,16.647058823529413,320.0,101.0,421.0,3760.77,1466.72,5227.49,11.75240625,14.521980198019802,13.137193224009902,1.0,8.0,55.0,35.333333333333336,3.2,2.6,0.28,1.5930814747382795,female,278.45454545454544,100.0,7.2
111,1BT96h00504,96h 0.5%,0.5,96,2020-09-18 11:15:29,0.0,bright,1.0,453.0,453.0,145.0,284.0,429.0,766.52,2083.14,2849.66,5.286344827586206,7.335,6.310672413793103,5.0,1.0,21.0,0.35,2.8,2.4,0.18,1.3020833333333335,female,278.45454545454544,100.0,7.2
112,1BT96h00505,96h 0.5%,0.5,96,2020-09-18 11:32:31,10.0,bright,30.0,186.0,6.2,298.0,150.0,448.0,3009.33,1778.4,4787.73,10.098422818791946,11.856,10.977211409395974,1.0,8.0,40.0,33.333333333333336,3.1,2.5,0.24,1.5359999999999998,male,278.45454545454544,100.0,7.2
113,1BT96h00506,96h 0.5%,0.5,96,2020-09-18 11:53:21,0.0,bright,37.0,227.0,6.135135135135135,231.0,199.0,430.0,2809.42,2561.44,5370.860000000001,12.161991341991342,12.871557788944724,12.516774565468033,1.0,2.0,54.0,2.8,2.9,2.3,0.21,1.7259801101339691,female,278.45454545454544,100.0,7.2
114,1BT96h00507,96h 0.5%,0.5,96,2020-09-18 12:11:05,0.0,bright,47.0,282.0,6.0,106.0,331.0,437.0,1506.62,4474.55,5981.17,14.213396226415094,13.518277945619335,13.865837086017216,1.0,6.0,44.0,19.4,3.2,2.9,0.28,1.1480585509861003,male,343.0,100.0,7.2
115,1BT96h00508,96h 0.5%,0.5,96,2020-09-18 12:28:37,0.0,bright,15.0,332.0,22.133333333333333,218.0,204.0,422.0,2225.87,2313.54,4539.41,10.210412844036696,11.340882352941176,10.775647598488936,1.0,8.0,40.0,33.333333333333336,3.0,2.2,0.21,1.9722013523666408,female,431.0,100.0,7.2
116,1BT96h00509,96h 0.5%,0.5,96,2020-09-18 12:45:08,0.0,dark,33.0,267.0,8.090909090909092,287.0,140.0,427.0,2574.55,1595.19,4169.74,8.970557491289199,11.394214285714286,10.182385888501742,1.0,8.0,41.0,33.46666666666667,3.2,2.7,0.25,1.2701315856322715,male,361.0,100.0,7.2
117,1BT96h00510,96h 0.5%,0.5,96,2020-09-18 13:02:34,0.0,bright,35.0,244.0,6.9714285714285715,304.0,118.0,422.0,2718.57,1411.94,4130.51,8.94266447368421,11.965593220338983,10.454128847011596,1.0,4.0,13.0,6.866666666666667,2.9,2.3,0.19,1.5616010520259722,female,278.45454545454544,100.0,7.2
118,1BT96h00511,96h 0.5%,0.5,96,2020-09-18 13:19:11,435.0,bright,4.0,35.0,8.75,28.0,374.0,402.0,343.11,4701.67,5044.78,12.253928571428572,12.571310160427808,12.41261936592819,2.0,3.0,41.0,5.05,3.4,2.6,0.18,1.024123805188894,male,217.0,100.0,7.2
119,1BT96h00512,96h 0.5%,0.5,96,2020-09-18 13:44:37,0.0,bright,35.0,234.0,6.685714285714286,238.0,193.0,431.0,3033.71,2548.32,5582.030000000001,12.746680672268909,13.203730569948187,12.975205621108547,1.0,8.0,23.0,31.066666666666666,3.1,2.5,0.28,1.7920000000000003,female,281.0,100.0,7.2
120,1BT96h00513,96h 0.5%,0.5,96,2020-09-18 14:01:44,0.0,bright,31.0,162.0,5.225806451612903,287.0,158.0,445.0,3803.6,2446.82,6250.42,13.252961672473868,15.48620253164557,14.36958210205972,1.0,10.0,20.0,48.333333333333336,3.5,2.9,0.34,1.3940710976259791,female,126.0,100.0,7.2
121,1BT96h00514,96h 0.5%,0.5,96,2020-09-18 14:18:50,0.0,bright,20.0,383.0,19.15,126.0,304.0,430.0,1856.1,5206.23,7062.33,14.730952380952381,17.125756578947367,15.928354479949874,1.0,9.0,10.0,37.5,3.1,2.5,0.23,1.472,male,317.0,100.0,7.2
122,1BT96h00515,96h 0.5%,0.5,96,2020-09-18 14:37:40,0.0,bright,45.0,269.0,5.977777777777778,179.0,265.0,444.0,1945.97,2925.4,4871.37,10.871340782122905,11.039245283018868,10.955293032570886,1.0,4.0,33.0,8.2,3.0,2.5,0.22,1.4080000000000001,male,134.0,100.0,7.2
123,1BT96h00516,96h 0.5%,0.5,96,2020-09-18 14:56:17,0.0,bright,34.0,243.0,7.147058823529412,230.0,174.0,404.0,2659.11,2306.31,4965.42,11.561347826086957,13.254655172413793,12.408001499250375,1.0,8.0,55.0,35.333333333333336,2.8,2.3,0.18,1.4794115229719735,female,96.0,100.0,7.2
124,1BT96h01001,96h 1.0%,1.0,96,2020-09-25 10:51:58,0.0,bright,14.0,402.0,28.714285714285715,240.0,187.0,427.0,1289.81,1347.26,2637.0699999999997,5.374208333333333,7.204598930481283,6.289403631907308,3.0,5.0,21.0,11.75,3.1,2.6,0.25,1.4223941738734638,female,74.0,120.0,7.8
125,1BT96h01002,96h 1.0%,1.0,96,2020-09-25 11:11:50,0.0,dark,1.0,475.0,475.0,334.0,80.0,414.0,2901.87,979.6,3881.47,8.688233532934131,12.245000000000001,10.466616766467066,2.0,3.0,52.0,5.6,3.0,2.5,0.19,1.216,female,158.16666666666666,120.0,7.8
126,1BT96h01003,96h 1.0%,1.0,96,2020-09-25 11:28:41,0.0,bright,0.0,480.0,480.0,117.0,281.0,398.0,2191.07,4413.8,6604.870000000001,18.727094017094018,15.707473309608542,17.21728366335128,2.0,7.0,37.0,25.316666666666666,3.4,2.7,0.33,1.676573693034598,male,150.0,120.0,7.8
127,1BT96h01004,96h 1.0%,1.0,96,2020-09-25 11:45:34,8.0,bright,8.0,459.0,57.375,305.0,91.0,396.0,3482.22,1569.32,5051.54,11.41711475409836,17.245274725274726,14.331194739686543,2.0,4.0,37.0,8.466666666666667,3.3,2.7,0.3,1.5241579027587255,female,167.0,120.0,7.8
128,1BT96h01005,96h 1.0%,1.0,96,2020-09-25 12:03:29,0.0,bright,20.0,83.0,4.15,235.0,66.0,301.0,1978.45,981.15,2959.6,8.418936170212767,14.86590909090909,11.64242263056093,1.0,4.0,5.0,6.333333333333333,3.7,3.0,0.41,1.5185185185185184,male,88.0,120.0,7.8
129,1BT96h01006,96h 1.0%,1.0,96,2020-09-25 12:20:17,18.0,bright,0.0,462.0,462.0,391.0,15.0,406.0,3724.07,238.32,3962.3900000000003,9.524475703324809,15.888,12.706237851662404,1.0,6.0,2.0,15.2,2.9,2.3,0.18,1.4794115229719735,female,210.0,120.0,7.8
130,1BT96h01007,96h 1.0%,1.0,96,2020-09-25 12:38:05,0.0,bright,21.0,95.0,4.523809523809524,363.0,14.0,377.0,3986.18,247.17,4233.349999999999,10.98121212121212,17.654999999999998,14.318106060606059,2.0,4.0,7.0,6.466666666666667,3.2,2.6,0.24,1.3654984069185252,unidentified,142.0,120.0,7.8
131,1BT96h01008,96h 1.0%,1.0,96,2020-09-25 12:55:37,0.0,bright,6.0,435.0,72.5,158.0,200.0,358.0,1463.92,1727.32,3191.24,9.265316455696203,8.6366,8.950958227848101,1.0,4.0,55.0,9.666666666666666,3.0,2.5,0.23,1.472,female,161.0,120.0,7.8
132,1BT96h01009,96h 1.0%,1.0,96,2020-09-25 13:13:01,0.0,bright,12.0,445.0,37.083333333333336,276.0,107.0,383.0,3460.77,1660.6,5121.37,12.539021739130435,15.519626168224299,14.029323953677366,1.0,5.0,34.0,12.833333333333334,2.9,2.3,0.17,1.3972219939179753,male,158.16666666666666,120.0,7.8
133,1BT96h01010,96h 1.0%,1.0,96,2020-09-25 13:31:01,0.0,dark,18.0,400.0,22.22222222222222,372.0,6.0,378.0,3498.0,204.8,3702.8,9.403225806451612,34.13333333333333,21.76827956989247,3.0,4.0,43.0,8.866666666666667,3.0,2.4,0.21,1.5190972222222223,male,242.0,120.0,7.8
134,1BT96h01011,96h 1.0%,1.0,96,2020-09-25 13:48:39,0.0,bright,32.0,365.0,11.40625,356.0,42.0,398.0,3147.84,706.37,3854.21,8.842247191011236,16.818333333333335,12.830290262172285,1.0,8.0,20.0,30.666666666666668,3.1,2.5,0.27,1.728,female,256.0,120.0,7.8
135,1BT96h01012,96h 1.0%,1.0,96,2020-09-25 14:07:08,0.0,bright,8.0,443.0,55.375,240.0,5.0,245.0,3473.79,320.74,3794.5299999999997,14.474124999999999,64.148,39.3110625,1.0,4.0,16.0,7.066666666666666,3.6,2.9,0.38,1.5580794620525646,male,100.0,120.0,7.8
136,1BT96h01013,96h 1.0%,1.0,96,2020-09-25 14:24:05,0.0,bright,36.0,127.0,3.5277777777777777,359.0,60.0,419.0,4067.99,938.15,5006.139999999999,11.331448467966574,15.635833333333332,13.483640900649952,1.0,4.0,55.0,9.666666666666666,3.6,3.0,0.44,1.6296296296296295,male,192.0,120.0,7.8
137,1BT96h01014,96h 1.0%,1.0,96,2020-09-25 14:44:06,0.0,bright,0.0,480.0,480.0,141.0,121.0,262.0,1503.16,2438.78,3941.9400000000005,10.660709219858157,20.15520661157025,15.407957915714203,3.0,8.0,22.0,30.933333333333334,2.9,2.3,0.19,1.5616010520259722,unidentified,116.0,120.0,7.8
