,fish_id,group,treatment,exposure,datetime,latency,first_choice,num_changes,time_bright,mtpc,mov_bottom,mov_upper,mov_total,dist_bottom,dist_upper,dist_total,vel_bottom,vel_upper,vel_mean,lt,ls,wt,Kc,sex,blood_sugar,conductivity,pH
233,2BT96hCTR04,96h 0.0%,0.0,96,2021-08-26 11:39:23,0.0,dark,20.0,175.3,8.765,136.0,103.0,239.0,1985.0,1678.0,3663.0,14.595588235294118,16.29126213592233,15.443425185608223,3.0,2.4,0.25,1.8084490740740744,male,184.0,110.0,7.3
234,2BT96hCTR05,96h 0.0%,0.0,96,2021-08-26 11:55:46,0.0,bright,30.0,193.0,6.433333333333334,173.0,219.0,392.0,2129.0,2799.0,4928.0,12.306358381502891,12.780821917808218,12.543590149655554,2.4,1.9,0.11,1.6037323224959907,male,161.75,110.0,7.3
235,2BT96hCTR06,96h 0.0%,0.0,96,2021-08-26 12:15:18,0.0,bright,19.0,173.3,9.121052631578948,212.0,210.0,422.0,3068.0,3590.0,6658.0,14.471698113207546,17.095238095238095,15.78346810422282,3.0,2.2,0.18,1.6904583020285493,female,161.75,110.0,7.3
236,2BT96hCTR07,96h 0.0%,0.0,96,2021-08-26 12:32:02,9.0,bright,30.0,162.05,5.401666666666667,349.0,72.0,421.0,3378.0,1022.0,4400.0,9.679083094555875,14.194444444444445,11.93676376950016,3.0,2.3,0.25,2.0547382263499636,female,223.0,110.0,7.3
237,2BT96hCTR08,96h 0.0%,0.0,96,2021-08-26 12:48:12,0.0,dark,18.0,45.3,2.5166666666666666,231.0,122.0,353.0,2780.0,1971.0,4751.0,12.034632034632034,16.15573770491803,14.095184869775032,2.6,2.1,0.16,1.727675197062952,male,161.75,110.0,7.3
238,2BT96hCTR09,96h 0.0%,0.0,96,2021-08-26 13:04:51,0.0,bright,2.0,470.8,235.4,280.0,143.0,423.0,3202.0,1575.0,4777.0,11.435714285714285,11.013986013986013,11.224850149850148,3.6,2.6,0.41,2.3327264451524803,female,156.0,110.0,7.3
239,2BT96hCTR10,96h 0.0%,0.0,96,2021-08-26 13:21:06,0.0,bright,21.0,138.4,6.590476190476191,224.0,171.0,395.0,4573.0,4448.0,9021.0,20.415178571428573,26.01169590643275,23.21343723893066,3.4,2.9,0.37,1.5170773709459182,female,84.0,110.0,7.3
240,2BT96hCTR11,96h 0.0%,0.0,96,2021-08-26 13:37:44,7.0,bright,13.0,259.2,19.93846153846154,297.0,96.0,393.0,2763.0,1147.0,3910.0,9.303030303030303,11.947916666666666,10.625473484848484,2.7,2.2,0.17,1.5965439519158524,male,161.75,110.0,7.3
241,2BT96hCTR12,96h 0.0%,0.0,96,2021-08-26 13:53:54,0.0,bright,41.0,145.75,3.5548780487804876,167.0,234.0,401.0,2341.0,3158.0,5499.0,14.017964071856287,13.495726495726496,13.756845283791392,3.1,2.6,0.25,1.4223941738734638,female,161.75,110.0,7.3
242,2BT96hCTR13,96h 0.0%,0.0,96,2021-08-26 14:12:12,0.0,bright,7.0,49.25,7.035714285714286,234.0,96.0,330.0,4924.0,2862.0,7786.0,21.042735042735043,29.8125,25.427617521367523,2.9,2.3,0.24,1.9725486972959647,male,161.75,110.0,7.3
243,2BT96hCTR14,96h 0.0%,0.0,96,2021-08-26 14:28:40,0.0,bright,54.0,238.35,4.413888888888889,206.0,171.0,377.0,2859.0,2537.0,5396.0,13.87864077669903,14.836257309941521,14.357449043320276,2.7,2.1,0.24,2.591512795594428,female,161.75,110.0,7.3
244,2BT96hCTR15,96h 0.0%,0.0,96,2021-08-26 14:51:34,0.0,bright,27.0,244.6,9.059259259259258,238.0,146.0,384.0,3831.0,2445.0,6276.0,16.096638655462186,16.746575342465754,16.42160699896397,2.9,2.3,0.19,1.5616010520259722,male,161.75,110.0,7.3
245,2BT96hCTR16,96h 0.0%,0.0,96,2021-08-26 15:08:12,0.0,bright,25.0,84.35,3.3739999999999997,157.0,224.0,381.0,2087.0,4092.0,6179.0,13.292993630573248,18.267857142857142,15.780425386715194,2.9,2.4,0.18,1.3020833333333335,male,161.75,110.0,7.3
246,2BT96h00501,96h 0.5%,0.5,96,2021-08-21 11:10:45,4.0,bright,3.0,420.75,140.25,230.0,141.0,371.0,3931.0,3187.0,7118.0,17.091304347826085,22.602836879432623,19.847070613629356,3.1,2.5,0.22,1.4080000000000001,male,165.66666666666666,,
247,2BT96h00502,96h 0.5%,0.5,96,2021-08-21 11:28:15,0.0,bright,30.0,254.6,8.486666666666666,236.0,185.0,421.0,3459.0,3327.0,6786.0,14.65677966101695,17.983783783783785,16.320281722400367,2.7,2.2,0.18,1.6904583020285493,male,165.66666666666666,,
248,2BT96h00503,96h 0.5%,0.5,96,2021-08-21 11:44:48,0.0,bright,46.0,274.6,5.969565217391305,111.0,282.0,393.0,1801.0,5596.0,7397.0,16.225225225225227,19.843971631205672,18.03459842821545,3.0,2.3,0.19,1.5616010520259722,male,165.66666666666666,,
249,2BT96h00504,96h 0.5%,0.5,96,2021-08-21 12:01:55,6.0,bright,0.0,474.2,474.2,237.0,172.0,409.0,3030.0,2464.0,5494.0,12.784810126582279,14.325581395348838,13.555195760965558,2.7,2.1,0.2,2.15959399632869,female,36.0,,
250,2BT96h00505,96h 0.5%,0.5,96,2021-08-21 12:18:55,0.0,bright,10.0,444.2,44.42,206.0,227.0,433.0,2440.0,2699.0,5139.0,11.844660194174757,11.889867841409691,11.867264017792223,3.2,2.6,0.27,1.536185707783341,female,208.0,,
251,2BT96h00506,96h 0.5%,0.5,96,2021-08-21 12:35:25,0.0,bright,39.0,102.25,2.621794871794872,199.0,219.0,418.0,2520.0,3294.0,5814.0,12.663316582914574,15.04109589041096,13.852206236662767,3.0,2.3,0.26,2.136927755403962,male,165.66666666666666,,
252,2BT96h00507,96h 0.5%,0.5,96,2021-08-21 12:52:00,6.0,bright,10.0,440.45,44.045,225.0,198.0,423.0,2637.0,3006.0,5643.0,11.72,15.181818181818182,13.450909090909091,3.1,2.5,0.23,1.472,male,165.66666666666666,,
253,2BT96h00508,96h 0.5%,0.5,96,2021-08-21 13:08:16,0.0,bright,17.0,363.65,21.391176470588235,248.0,197.0,445.0,2675.0,2756.0,5431.0,10.786290322580646,13.98984771573604,12.388069019158344,3.3,2.7,0.33,1.676573693034598,female,251.0,,
254,2BT96h00509,96h 0.5%,0.5,96,2021-08-21 13:24:47,0.0,bright,29.0,103.65,3.5741379310344827,177.0,208.0,385.0,2258.0,3193.0,5451.0,12.757062146892656,15.350961538461538,14.054011842677097,3.1,2.3,0.23,1.8903591682419663,male,165.66666666666666,,
255,2BT96h00510,96h 0.5%,0.5,96,2021-08-21 13:41:05,0.0,bright,16.0,258.25,16.140625,307.0,129.0,436.0,3655.0,1856.0,5511.0,11.905537459283387,14.387596899224807,13.146567179254097,3.3,2.8,0.36,1.6399416909620994,female,123.0,,
256,2BT96h00511,96h 0.5%,0.5,96,2021-08-21 13:57:57,184.0,bright,2.0,291.35,145.675,193.0,240.0,433.0,2750.0,3473.0,6223.0,14.248704663212436,14.470833333333333,14.359768998272884,3.0,2.4,0.23,1.6637731481481486,female,165.66666666666666,,
257,2BT96h00512,96h 0.5%,0.5,96,2021-08-21 14:15:17,0.0,bright,45.0,340.55,7.567777777777778,209.0,201.0,410.0,2925.0,3150.0,6075.0,13.995215311004785,15.671641791044776,14.833428551024781,3.1,2.5,0.25,1.6,female,264.0,,
258,2BT96h00513,96h 0.5%,0.5,96,2021-08-21 14:33:27,7.0,bright,50.0,174.8,3.4960000000000004,147.0,283.0,430.0,2403.0,4270.0,6673.0,16.346938775510203,15.088339222614842,15.717638999062522,3.0,2.3,0.25,2.0547382263499636,male,112.0,,
259,2BT96h00514,96h 0.5%,0.5,96,2021-08-21 14:49:50,0.0,bright,33.0,73.25,2.2196969696969697,253.0,161.0,414.0,3465.0,2817.0,6282.0,13.695652173913043,17.496894409937887,15.596273291925465,3.0,2.4,0.22,1.5914351851851853,male,165.66666666666666,,
260,2BT96h00515,96h 0.5%,0.5,96,2021-08-21 15:06:30,0.0,bright,12.0,391.75,32.645833333333336,138.0,283.0,421.0,1996.0,3972.0,5968.0,14.46376811594203,14.035335689045937,14.249551902493984,2.7,2.3,0.18,1.4794115229719735,male,165.66666666666666,,
261,2BT96h00516,96h 0.5%,0.5,96,2021-08-21 15:35:48,9.0,bright,38.0,226.1,5.95,180.0,187.0,367.0,2035.0,2598.0,4633.0,11.305555555555555,13.893048128342246,12.5993018419489,2.7,2.2,0.16,1.502629601803155,female,165.66666666666666,,
262,2BT96h01001,96h 1.0%,1.0,96,2021-08-22 11:53:55,0.0,bright,0.0,480.0,480.0,357.0,44.0,401.0,2331.0,622.0,2953.0,6.529411764705882,14.136363636363637,10.332887700534759,2.7,2.1,0.16,1.727675197062952,male,185.66666666666666,,
263,2BT96h01002,96h 1.0%,1.0,96,2021-08-22 12:11:11,0.0,dark,13.0,318.15,24.47307692307692,349.0,65.0,414.0,2822.0,1008.0,3830.0,8.085959885386819,15.507692307692308,11.796826096539563,2.6,2.0,0.18,2.25,female,185.66666666666666,,
264,2BT96h01003,96h 1.0%,1.0,96,2021-08-22 12:28:09,0.0,bright,8.0,464.9,58.1125,319.0,91.0,410.0,3427.0,1545.0,4972.0,10.74294670846395,16.978021978021978,13.860484343242964,2.9,2.2,0.18,1.6904583020285493,female,185.66666666666666,,
265,2BT96h01004,96h 1.0%,1.0,96,2021-08-22 12:44:35,0.0,bright,0.0,480.0,480.0,0.0,458.0,458.0,0.0,3796.0,3796.0,,8.2882096069869,8.2882096069869,3.0,2.4,0.22,1.5914351851851853,male,185.66666666666666,,
266,2BT96h01005,96h 1.0%,1.0,96,2021-08-22 13:01:05,12.0,dark,32.0,209.65,6.5515625,186.0,193.0,379.0,1767.0,1681.0,3448.0,9.5,8.709844559585493,9.104922279792746,2.7,2.0,0.17,2.125,female,185.66666666666666,,
267,2BT96h01006,96h 1.0%,1.0,96,2021-08-22 13:18:03,10.0,bright,29.0,207.7,7.162068965517241,157.0,240.0,397.0,2842.0,4143.0,6985.0,18.101910828025478,17.2625,17.68220541401274,2.9,2.4,0.23,1.6637731481481486,female,185.66666666666666,,
268,2BT96h01007,96h 1.0%,1.0,96,2021-08-22 13:34:20,22.0,dark,11.0,246.4,22.400000000000002,237.0,172.0,409.0,2080.0,1912.0,3992.0,8.776371308016877,11.116279069767442,9.94632518889216,2.9,2.1,0.22,2.375553395961559,female,107.0,,
269,2BT96h01008,96h 1.0%,1.0,96,2021-08-22 13:50:47,0.0,bright,0.0,480.0,480.0,368.0,52.0,420.0,3336.0,632.0,3968.0,9.065217391304348,12.153846153846153,10.60953177257525,2.9,2.2,0.25,2.3478587528174297,female,185.66666666666666,,
270,2BT96h01009,96h 1.0%,1.0,96,2021-08-22 14:07:59,15.0,bright,11.0,414.8,37.70909090909091,248.0,134.0,382.0,2768.0,1879.0,4647.0,11.161290322580646,14.022388059701493,12.59183919114107,2.9,2.2,0.22,2.066115702479338,male,185.66666666666666,,
271,2BT96h01010,96h 1.0%,1.0,96,2021-08-22 14:25:24,12.0,bright,14.0,438.4,31.314285714285713,100.0,341.0,441.0,1364.0,4094.0,5458.0,13.64,12.005865102639296,12.82293255131965,3.4,2.7,0.36,1.8289894833104705,female,89.0,,
272,2BT96h01011,96h 1.0%,1.0,96,2021-08-22 14:42:01,0.0,bright,0.0,480.0,480.0,111.0,224.0,335.0,1544.0,2754.0,4298.0,13.90990990990991,12.294642857142858,13.102276383526384,2.6,1.9,0.13,1.8953200174952622,male,185.66666666666666,,
273,2BT96h01012,96h 1.0%,1.0,96,2021-08-22 14:58:16,0.0,bright,6.0,457.5,76.25,184.0,224.0,408.0,1809.0,2528.0,4337.0,9.831521739130435,11.285714285714286,10.558618012422361,2.8,2.1,0.2,2.15959399632869,male,185.66666666666666,,
274,2BT96h01013,96h 1.0%,1.0,96,2021-08-22 15:14:41,0.0,bright,0.0,480.0,480.0,175.0,251.0,426.0,2111.0,3357.0,5468.0,12.062857142857142,13.374501992031872,12.718679567444507,3.7,2.4,0.26,1.8807870370370374,male,361.0,,
275,2BT96h01014,96h 1.0%,1.0,96,2021-08-22 15:31:01,480.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.968840579710145,2.3347826086956527,0.24,1.8856969241244685,unidentified,185.66666666666666,,
276,2BT96h01015,96h 1.0%,1.0,96,2021-08-22 15:47:10,0.0,bright,2.0,473.1,236.55,194.0,204.0,398.0,1944.0,2210.0,4154.0,10.02061855670103,10.833333333333334,10.426975945017183,2.6,2.0,0.16,2.0,male,185.66666666666666,,
277,2BT96h01016,96h 1.0%,1.0,96,2021-08-22 16:03:46,14.0,dark,25.0,200.65,8.026,214.0,192.0,406.0,1822.0,1646.0,3468.0,8.514018691588785,8.572916666666666,8.543467679127726,2.9,2.2,0.16,1.502629601803155,female,185.66666666666666,,
